time,error
56.6366,0.009329
56.6697,0.011739
56.7031,0.003413
56.7361,0.010712
56.7695,0.010441
56.8047,0.012276
56.8365,0.016711
56.8699,0.006300
56.9031,0.014193
56.9366,0.004697
56.9700,0.011125
57.0033,0.006373
57.0370,0.009712
57.0705,0.006702
57.1033,0.009914
57.1367,0.014361
57.1703,0.005432
57.2041,0.009390
57.2368,0.005120
57.2707,0.013391
57.3041,0.012940
57.3369,0.010563
57.3700,0.009495
57.4038,0.008510
57.4371,0.008520
57.4713,0.003891
57.5041,0.012273
57.5370,0.015612
57.5707,0.004542
57.6042,0.011827
57.6374,0.314678
57.6709,0.315852
57.7041,0.321310
57.7371,0.316796
57.7706,0.312335
57.8040,0.304342
57.8378,0.307843
57.8711,0.301481
57.9042,0.287768
57.9373,0.262728
57.9708,0.240243
58.0046,0.240356
58.0373,0.220118
58.0706,0.205865
58.1040,0.187448
58.1377,0.160047
58.1708,0.146145
58.2042,0.133942
58.2384,0.117196
58.2710,0.104693
58.3046,0.113502
58.3392,0.095089
58.3726,0.086349
58.4061,0.077161
58.4391,0.066305
58.4720,0.055433
58.5049,0.054877
58.5395,0.060386
58.5720,0.047357
58.6061,0.036289
58.6396,0.037199
58.6724,0.030884
58.7060,0.032935
58.7386,0.030264
58.7723,0.026213
58.8052,0.031811
58.8386,0.020186
58.8717,0.023312
58.9045,0.015920
58.9379,0.018961
58.9711,0.017631
59.0047,0.013525
59.0385,0.010477
59.0713,0.013037
59.1048,0.017575
59.1378,0.009820
59.1711,0.006257
59.2046,0.004234
59.2379,0.007197
59.2714,0.013053
59.3047,0.010066
59.3381,0.094024
59.3715,0.090745
59.4052,0.083737
59.4385,0.091020
59.4721,0.076013
59.5056,0.069271
59.5387,0.073916
59.5723,0.062075
59.6052,0.062687
59.6383,0.055993
59.6721,0.048726
59.7054,0.066446
59.7388,0.055439
59.7721,0.057519
59.8057,0.057241
59.8387,0.054014
59.8721,0.068510
59.9054,0.048418
59.9389,0.065161
59.9721,0.073082
60.0057,0.054514
60.0387,0.044795
60.0722,0.056385
60.1057,0.072099
60.1390,0.075568
60.1722,0.059101
60.2059,0.052620
60.2390,0.058217
60.2724,0.084256
60.3058,0.069679
60.3390,0.058240
60.3725,0.065421
60.4061,0.067766
60.4391,0.071568
60.4724,0.063175
60.5059,0.073285
60.5395,0.066351
60.5727,0.070216
60.6063,0.081689
60.6395,0.079210
60.6732,0.089008
60.7063,0.073423
60.7399,0.071799
60.7727,0.068795
60.8076,0.066358
60.8392,0.076150
60.8729,0.063892
60.9064,0.052996
60.9398,0.070375
60.9727,0.066323
61.0059,0.059908
61.0392,0.064359
61.0741,0.061812
61.1063,0.062303
61.1400,0.059903
61.1729,0.051343
61.2060,0.044716
61.2391,0.054076
61.2743,0.038456
61.3072,0.045332
61.3401,0.053592
61.3737,0.059301
61.4062,0.039865
61.4397,0.050385
61.4730,0.053057
61.5066,0.080672
61.5399,0.096068
61.5732,0.081548
61.6066,0.067727
61.6399,0.060994
61.6736,0.078183
61.7065,0.069933
61.7396,0.063291
61.7729,0.063943
61.8067,0.058264
61.8403,0.048326
61.8731,0.044841
61.9065,0.040226
61.9398,0.040774
61.9731,0.037378
62.0065,0.021542
62.0400,0.033399
62.0734,0.028965
62.1069,0.028535
62.1403,0.027381
62.1736,0.022417
62.2071,0.024470
62.2406,0.012343
62.2745,0.015577
62.3079,0.013346
62.3409,0.007278
62.3747,0.014009
62.4079,0.014657
62.4413,0.004558
62.4743,0.016301
62.5076,0.009531
62.5407,0.007682
62.5740,0.011967
62.6073,0.009696
62.6408,0.010284
62.6748,0.004752
62.7093,0.002958
62.7417,0.004766
62.7748,0.011110
62.8088,0.006413
62.8419,0.007227
62.8752,0.009948
62.9086,0.008431
62.9421,0.007444
62.9757,0.011287
63.0089,0.006691
63.0422,0.008178
63.0758,0.010191
63.1097,0.008458
63.1425,0.010008
63.1758,0.007364
63.2091,0.007047
63.2426,0.010687
63.2758,0.014801
63.3092,0.006681
63.3428,0.011653
63.3757,0.008475
63.4094,0.006450
63.4429,0.006939
63.4764,0.003402
63.5094,0.005283
63.5434,0.003801
63.5760,0.007273
63.6094,0.005324
63.6427,0.007568
63.6763,0.009809
63.7093,0.005228
63.7435,0.012373
63.7766,0.009554
63.8099,0.009960
63.8432,0.009503
63.8766,0.009625
63.9103,0.009210
63.9432,0.013422
63.9772,0.008590
64.0094,0.006767
64.0432,0.006769
64.0764,0.007197
64.1099,0.009213
64.1430,0.008782
64.1764,0.012007
64.2100,0.004662
64.2431,0.006848
64.2769,0.006602
64.3100,0.013837
64.3448,0.009705
64.3771,0.011636
64.4117,0.006581
64.4438,0.006185
64.4769,0.013379
64.5104,0.002772
64.5438,0.011681
64.5771,0.006304
64.6103,0.006251
64.6436,0.007135
64.6771,0.008089
64.7101,0.002455
64.7437,0.412088
64.7782,0.424568
64.8121,0.412445
64.8448,0.405026
64.8778,0.396067
64.9113,0.392526
64.9460,0.370303
64.9776,0.343440
65.0112,0.326203
65.0444,0.317595
65.0787,0.281502
65.1113,0.262705
65.1444,0.234978
65.1792,0.205394
65.2126,0.191502
65.2444,0.178226
65.2795,0.166526
65.3112,0.139548
65.3446,0.124479
65.3782,0.109121
65.4115,0.098810
65.4448,0.076672
65.4780,0.072587
65.5116,0.089043
65.5448,0.082835
65.5784,0.079029
65.6115,0.075093
65.6452,0.066865
65.6785,0.065654
65.7119,0.048685
65.7451,0.056037
65.7785,0.044711
65.8123,0.045822
65.8458,0.037714
65.8800,0.034016
65.9120,0.018089
65.9450,0.029237
65.9784,0.022755
66.0121,0.015747
66.0455,0.015473
66.0789,0.013551
66.1121,0.019528
66.1455,0.013727
66.1788,0.009119
66.2120,0.015169
66.2460,0.013755
66.2789,0.012727
66.3120,0.010712
66.3457,0.017866
66.3789,0.003439
66.4124,0.009304
66.4458,0.012985
66.4791,0.003545
66.5123,0.011649
66.5461,0.009318
66.5792,0.005538
66.6124,0.005483
66.6466,0.009801
66.6793,0.008421
66.7126,0.003984
66.7461,0.002873
66.7790,0.007770
66.8127,0.004720
66.8458,0.011784
66.8795,0.005399
66.9130,0.010980
66.9462,0.007882
66.9795,0.005467
67.0130,0.009121
67.0464,0.010208
67.0800,0.010464
67.1130,0.009232
67.1460,0.012613
67.1800,0.002200
67.2132,0.013502
67.2463,0.011419
67.2798,0.010096
67.3132,0.006549
67.3475,0.009251
67.3804,0.017699
67.4153,0.005436
67.4466,0.005933
67.4796,0.008043
67.5146,0.008450
67.5467,0.008341
67.5800,0.015389
67.6133,0.015330
67.6469,0.011244
67.6809,0.017573
67.7144,0.011010
67.7477,0.012046
67.7806,0.008422
67.8159,0.013360
67.8481,0.007148
67.8813,0.005336
67.9146,0.003415
67.9481,0.269532
67.9809,0.265080
68.0148,0.259027
68.0479,0.262908
68.0813,0.254410
68.1147,0.244035
68.1487,0.255555
68.1816,0.255966
68.2147,0.243034
68.2487,0.224753
68.2817,0.217116
68.3152,0.212120
68.3482,0.184952
68.3833,0.180857
68.4154,0.169478
68.4491,0.146880
68.4816,0.139381
68.5157,0.129448
68.5487,0.124725
68.5823,0.104992
68.6158,0.106148
68.6491,0.095293
68.6824,0.088650
68.7158,0.074148
68.7493,0.068817
68.7824,0.058206
68.8177,0.046101
68.8502,0.047739
68.8821,0.036479
68.9157,0.043039
68.9500,0.038337
68.9823,0.026796
69.0157,0.037403
69.0495,0.039246
69.0826,0.021593
69.1153,0.027496
69.1485,0.026136
69.1818,0.020747
69.2150,0.012386
69.2484,0.020118
69.2822,0.012768
69.3152,0.018761
69.3487,0.007516
69.3822,0.004966
69.4154,0.014223
69.4490,0.006299
69.4825,0.016716
69.5152,0.009655
69.5492,0.016720
69.5829,0.009492
69.6155,0.006171
69.6491,0.016923
69.6825,0.014719
69.7158,0.069910
69.7488,0.073131
69.7817,0.063651
69.8159,0.068071
69.8494,0.068523
69.8828,0.073121
69.9161,0.058870
69.9495,0.065026
69.9828,0.066082
70.0162,0.060834
70.0496,0.051105
70.0827,0.060988
70.1163,0.046268
70.1495,0.056816
70.1830,0.058089
70.2164,0.044107
70.2496,0.062577
70.2831,0.056801
70.3163,0.038123
70.3497,0.053053
70.3831,0.055360
70.4161,0.067873
70.4498,0.067548
70.4831,0.050138
70.5166,0.062307
70.5496,0.060998
70.5831,0.066777
70.6160,0.062864
70.6497,0.074433
70.6831,0.061371
70.7166,0.058041
70.7501,0.050038
70.7831,0.072217
70.8167,0.070063
70.8497,0.068557
70.8834,0.080069
70.9167,0.072429
70.9502,0.075640
70.9834,0.077123
71.0167,0.068884
71.0501,0.058168
71.0836,0.086420
71.1176,0.080624
71.1502,0.079666
71.1837,0.073356
71.2169,0.065023
71.2501,0.054749
71.2832,0.061949
71.3163,0.071301
71.3513,0.066996
71.3834,0.065734
71.4166,0.073712
71.4508,0.073308
71.4841,0.057343
71.5169,0.057831
71.5509,0.062579
71.5839,0.056213
71.6172,0.051482
71.6507,0.043810
71.6843,0.052653
71.7176,0.050099
71.7507,0.048003
71.7842,0.035702
71.8176,0.048966
71.8511,0.046158
71.8841,0.046796
71.9178,0.051477
71.9509,0.046975
71.9839,0.055584
72.0178,0.101819
72.0511,0.078052
72.0845,0.063020
72.1177,0.060733
72.1516,0.076595
72.1847,0.064181
72.2183,0.065106
72.2516,0.060379
72.2848,0.054384
72.3185,0.052597
72.3519,0.040411
72.3846,0.041457
72.4181,0.035797
72.4515,0.025757
72.4844,0.030512
72.5186,0.026306
72.5514,0.032626
72.5852,0.029780
72.6187,0.025524
72.6516,0.025174
72.6851,0.024141
72.7188,0.011149
72.7519,0.026010
72.7852,0.017124
72.8188,0.019122
72.8530,0.011800
72.8853,0.011545
72.9189,0.019111
72.9522,0.020345
72.9858,0.010474
73.0188,0.002102
73.0524,0.011521
73.0860,0.005623
73.1193,0.019646
73.1526,0.011429
73.1856,0.007168
73.2190,0.011858
73.2527,0.009655
73.2858,0.012330
73.3192,0.014143
73.3527,0.009627
73.3859,0.008319
73.4192,0.005073
73.4526,0.006646
73.4862,0.010525
73.5199,0.004155
73.5532,0.008126
73.5865,0.010836
73.6195,0.004854
73.6532,0.005806
73.6877,0.006414
73.7201,0.008618
73.7534,0.006588
73.7865,0.007499
73.8200,0.002767
73.8535,0.006884
73.8865,0.009012
73.9199,0.008284
73.9535,0.004349
73.9866,0.013981
74.0197,0.003944
74.0531,0.008167
74.0869,0.002863
74.1202,0.008684
74.1535,0.005414
74.1866,0.005528
74.2210,0.003326
74.2534,0.007964
74.2866,0.008389
74.3197,0.009092
74.3535,0.007744
74.3865,0.012548
74.4198,0.007822
74.4529,0.012610
74.4865,0.012733
74.5200,0.011546
74.5532,0.007203
74.5865,0.002529
74.6206,0.007411
74.6535,0.011130
74.6865,0.013255
74.7200,0.010026
74.7532,0.003757
74.7867,0.004492
74.8200,0.007431
74.8535,0.009998
74.8864,0.012588
74.9204,0.009802
74.9537,0.008194
74.9872,0.003773
75.0205,0.005705
75.0539,0.009266
75.0872,0.007956
75.1206,0.013890
75.1539,0.011713
75.1873,0.007390
75.2207,0.014511
75.2542,0.008705
75.2874,0.404941
75.3206,0.418004
75.3543,0.406570
75.3875,0.398327
75.4207,0.375849
75.4542,0.370757
75.4875,0.352994
75.5210,0.346013
75.5543,0.319512
75.5878,0.292905
75.6211,0.270294
75.6542,0.246639
75.6879,0.214541
75.7212,0.186534
75.7544,0.183660
75.7880,0.162046
75.8213,0.138549
75.8547,0.134098
75.8880,0.104893
75.9214,0.104896
75.9547,0.085573
75.9881,0.079383
76.0214,0.074083
76.0548,0.065487
76.0883,0.059816
76.1215,0.058523
76.1550,0.051680
76.1882,0.043478
76.2212,0.039350
76.2550,0.032959
76.2893,0.039146
76.3215,0.034817
76.3549,0.030924
76.3886,0.030419
76.4238,0.032608
76.4573,0.019863
76.4903,0.016626
76.5232,0.017839
76.5568,0.010253
76.5895,0.012945
76.6237,0.020152
76.6566,0.004063
76.6903,0.009973
76.7238,0.020639
76.7568,0.015330
76.7900,0.010774
76.8237,0.008590
76.8570,0.011041
76.8906,0.016839
76.9243,0.007270
76.9565,0.010562
76.9904,0.010403
77.0236,0.002431
77.0575,0.008037
77.0909,0.013119
77.1238,0.006515
77.1577,0.010613
77.1914,0.006251
77.2254,0.008239
77.2580,0.008663
77.2909,0.007746
77.3250,0.010111
77.3580,0.014467
77.3926,0.008495
77.4244,0.009575
77.4582,0.004623
77.4911,0.007273
77.5242,0.010709
77.5586,0.009452
77.5916,0.010434
77.6246,0.002921
77.6590,0.011228
77.6918,0.006798
77.7248,0.008710
77.7576,0.008933
77.7916,0.001845
77.8249,0.012977
77.8577,0.002584
77.8913,0.006062
77.9248,0.003083
77.9584,0.012620
77.9922,0.006062
78.0258,0.014798
78.0582,0.007036
78.0918,0.007256
78.1257,0.005453
78.1588,0.008151
78.1921,0.006616
78.2258,0.008122
78.2585,0.004396
78.2921,0.009503
78.3254,0.011502
78.3590,0.236945
78.3926,0.231585
78.4266,0.227222
78.4591,0.234522
78.4921,0.230300
78.5257,0.216530
78.5593,0.214712
78.5928,0.216350
78.6264,0.209164
78.6596,0.199823
78.6924,0.189995
78.7257,0.169325
78.7593,0.151720
78.7929,0.163940
78.8268,0.159666
78.8610,0.137060
78.8946,0.135393
78.9263,0.111770
78.9591,0.100175
78.9934,0.115797
79.0263,0.111367
79.0590,0.095509
79.0931,0.071565
79.1273,0.082199
79.1601,0.065852
79.1932,0.067504
79.2266,0.065140
79.2601,0.050988
79.2936,0.054463
79.3265,0.042232
79.3595,0.037579
79.3929,0.037290
79.4264,0.028413
79.4600,0.032507
79.4927,0.022670
79.5285,0.020035
79.5602,0.025841
79.5934,0.017348
79.6269,0.025451
79.6605,0.018622
79.6943,0.007343
79.7270,0.008632
79.7605,0.015885
79.7938,0.007066
79.8271,0.011371
79.8600,0.006396
79.8945,0.013327
79.9271,0.014730
79.9605,0.012010
79.9936,0.011077
80.0271,0.003989
80.0603,0.009512
80.0941,0.007249
80.1273,0.007298
80.1600,0.001936
80.1939,0.004812
80.2269,0.006096
80.2604,0.074516
80.2938,0.068953
80.3279,0.071062
80.3611,0.073265
80.3943,0.071001
80.4280,0.075824
80.4604,0.074726
80.4943,0.058511
80.5277,0.055984
80.5611,0.059977
80.5943,0.053246
80.6276,0.051201
80.6612,0.051035
80.6943,0.047505
80.7276,0.047355
80.7612,0.057227
80.7967,0.064864
80.8278,0.064747
80.8613,0.060035
80.8947,0.053909
80.9284,0.053798
80.9615,0.076834
80.9947,0.073632
81.0284,0.064370
81.0615,0.072139
81.0968,0.073116
81.1304,0.060956
81.1616,0.063828
81.1951,0.061494
81.2301,0.059424
81.2619,0.077385
81.2956,0.078072
81.3303,0.076341
81.3617,0.071095
81.3959,0.071485
81.4285,0.067165
81.4633,0.074782
81.4956,0.062155
81.5289,0.070404
81.5623,0.064982
81.5972,0.077162
81.6290,0.081108
81.6621,0.057017
81.6959,0.071081
81.7287,0.062538
81.7621,0.078929
81.7960,0.080080
81.8292,0.069709
81.8626,0.059057
81.8963,0.069873
81.9303,0.062563
81.9630,0.051247
81.9971,0.057808
82.0294,0.056732
82.0641,0.058289
82.0962,0.065765
82.1303,0.038461
82.1623,0.053716
82.1959,0.048414
82.2295,0.055501
82.2625,0.060240
82.2961,0.042616
82.3312,0.057400
82.3623,0.038023
82.3963,0.056254
82.4294,0.064207
82.4629,0.059879
82.4971,0.082005
82.5299,0.073774
82.5626,0.061921
82.5962,0.067376
82.6300,0.064941
82.6633,0.060224
82.6961,0.061527
82.7295,0.072221
82.7631,0.051356
82.7968,0.054219
82.8300,0.046975
82.8636,0.042557
82.8971,0.039186
82.9297,0.041009
82.9638,0.033046
82.9970,0.027626
83.0299,0.032166
83.0633,0.024435
83.0968,0.020739
83.1299,0.017325
83.1634,0.026263
83.1973,0.020910
83.2305,0.014218
83.2633,0.009030
83.2972,0.017136
83.3302,0.017705
83.3641,0.010199
83.3973,0.003781
83.4309,0.005888
83.4638,0.009108
83.4977,0.011179
83.5309,0.007411
83.5643,0.006271
83.5978,0.007329
83.6310,0.013266
83.6645,0.009005
83.6972,0.011685
83.7310,0.011097
83.7641,0.008848
83.7980,0.003487
83.8311,0.007364
83.8645,0.009785
83.8976,0.007691
83.9308,0.006224
83.9649,0.014183
83.9975,0.007200
84.0311,0.010384
84.0649,0.007706
84.0979,0.004581
84.1316,0.005820
84.1643,0.007542
84.1977,0.007243
84.2314,0.003730
84.2646,0.002943
84.2981,0.011805
84.3321,0.006331
84.3650,0.011367
84.3981,0.007331
84.4320,0.007592
84.4652,0.007874
84.4999,0.012950
84.5305,0.011412
84.5645,0.012132
84.5977,0.009345
84.6306,0.009233
84.6641,0.008192
84.6974,0.007213
84.7309,0.006173
84.7649,0.006028
84.7974,0.005327
84.8315,0.013747
84.8644,0.008312
84.8977,0.010910
84.9311,0.003182
84.9646,0.008739
84.9981,0.003895
85.0312,0.012555
85.0646,0.013221
85.0981,0.010410
85.1317,0.011756
85.1649,0.005043
85.1981,0.011611
85.2314,0.005132
85.2650,0.005643
85.2985,0.010530
85.3313,0.008990
85.3645,0.007153
85.3984,0.002752
85.4317,0.006739
85.4655,0.002365
85.4985,0.008885
85.5317,0.005625
85.5649,0.007642
85.5983,0.007652
85.6316,0.007335
85.6648,0.007285
85.6982,0.002233
85.7319,0.013014
85.7651,0.010747
85.7985,0.399203
85.8320,0.412551
85.8666,0.403550
85.8984,0.403435
85.9320,0.376669
85.9654,0.365755
85.9990,0.346179
86.0322,0.333030
86.0655,0.309496
86.0989,0.292515
86.1322,0.263403
86.1654,0.229750
86.1992,0.215543
86.2323,0.189350
86.2656,0.166615
86.2991,0.151009
86.3322,0.137431
86.3656,0.129371
86.3992,0.108209
86.4323,0.101155
86.4657,0.090594
86.4993,0.091256
86.5324,0.080841
86.5655,0.069254
86.5989,0.056545
86.6328,0.056401
86.6656,0.048599
86.6992,0.045084
86.7325,0.042786
86.7659,0.039151
86.7993,0.037060
86.8326,0.014804
86.8658,0.024777
86.8993,0.036083
86.9327,0.016437
86.9660,0.022823
86.9997,0.024415
87.0328,0.018269
87.0665,0.012340
87.0996,0.006686
87.1331,0.017613
87.1662,0.013051
87.2000,0.021766
87.2330,0.013198
87.2665,0.007311
87.2997,0.007037
87.3332,0.009071
87.3665,0.016157
87.3997,0.004993
87.4332,0.003780
87.4665,0.014015
87.5001,0.005799
87.5334,0.011599
87.5667,0.008472
87.6001,0.003830
87.6334,0.007688
87.6667,0.011027
87.7002,0.002604
87.7336,0.008563
87.7666,0.007040
87.7996,0.005291
87.8337,0.005531
87.8669,0.013101
87.9005,0.007968
87.9336,0.005651
87.9672,0.008156
88.0006,0.007996
88.0332,0.006671
88.0671,0.007989
88.0995,0.009281
88.1329,0.006185
88.1668,0.005402
88.1998,0.012143
88.2332,0.006317
88.2675,0.006782
88.3004,0.008684
88.3335,0.001710
88.3675,0.009063
88.4006,0.007848
88.4338,0.004030
88.4674,0.003583
88.5004,0.005879
88.5334,0.012433
88.5667,0.015974
88.6002,0.009302
88.6334,0.015618
88.6669,0.011694
88.7001,0.004986
88.7338,0.226773
88.7671,0.231595
88.8002,0.222552
88.8337,0.215251
88.8672,0.223257
88.9009,0.210942
88.9344,0.200900
88.9674,0.195298
89.0015,0.183500
89.0344,0.166886
89.0681,0.162311
89.1016,0.158113
89.1352,0.150930
89.1681,0.129385
89.2019,0.125974
89.2350,0.111730
89.2685,0.118365
89.3019,0.123845
89.3354,0.117243
89.3682,0.099077
89.4021,0.113641
89.4352,0.109477
89.4689,0.114454
89.5022,0.090268
89.5356,0.094386
89.5688,0.083397
89.6023,0.072534
89.6357,0.064837
89.6695,0.054802
89.7027,0.052058
89.7360,0.052629
89.7691,0.040753
89.8027,0.037710
89.8355,0.036645
89.8691,0.030673
89.9030,0.034140
89.9361,0.026233
89.9695,0.025859
